"Movie Name","DateTime","Date","Day","Time","Screen","Cinema Name"
"Драмата","2026-04-20T04:50:00","4/20/2026","Monday","4:50 PM","Зала8","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-20T05:00:00","4/20/2026","Monday","5:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Зоотрополис 2","2026-04-20T05:10:00","4/20/2026","Monday","5:10 PM","Зала11","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-20T05:10:00","4/20/2026","Monday","5:10 PM","Зала1","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-20T05:20:00","4/20/2026","Monday","5:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-20T05:40:00","4/20/2026","Monday","5:40 PM","Зала2","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-20T06:15:00","4/20/2026","Monday","6:15 PM","Зала10","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-20T06:30:00","4/20/2026","Monday","6:30 PM","Зала12","Cinema City - Mall Of Sofia"
"Мумията","2026-04-20T06:30:00","4/20/2026","Monday","6:30 PM","Зала4","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-20T06:45:00","4/20/2026","Monday","6:45 PM","Зала5","Cinema City - Mall Of Sofia"
"Убий Бил: Цялата кървава история","2026-04-20T07:00:00","4/20/2026","Monday","7:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Драмата","2026-04-20T07:10:00","4/20/2026","Monday","7:10 PM","Зала8","Cinema City - Mall Of Sofia"
"Доставките на Кики IMAX","2026-04-20T07:15:00","4/20/2026","Monday","7:15 PM","IMAX","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-20T07:20:00","4/20/2026","Monday","7:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-20T07:20:00","4/20/2026","Monday","7:20 PM","Зала1","Cinema City - Mall Of Sofia"
"Мумията","2026-04-20T07:30:00","4/20/2026","Monday","7:30 PM","Зала3","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-20T07:45:00","4/20/2026","Monday","7:45 PM","Зала9","Cinema City - Mall Of Sofia"
"Докато смъртта ни раздели 2","2026-04-20T07:45:00","4/20/2026","Monday","7:45 PM","Зала11","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-20T07:50:00","4/20/2026","Monday","7:50 PM","Зала2","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-20T08:30:00","4/20/2026","Monday","8:30 PM","Зала10","Cinema City - Mall Of Sofia"
"Черно море","2026-04-20T08:45:00","4/20/2026","Monday","8:45 PM","Зала5","Cinema City - Mall Of Sofia"
"Прислужницата","2026-04-20T09:15:00","4/20/2026","Monday","9:15 PM","Зала4","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-20T09:20:00","4/20/2026","Monday","9:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Драмата","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","Зала8","Cinema City - Mall Of Sofia"
"Мумията","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","IMAX","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-20T09:40:00","4/20/2026","Monday","9:40 PM","Зала12","Cinema City - Mall Of Sofia"
"Престъпление 101","2026-04-20T09:40:00","4/20/2026","Monday","9:40 PM","Зала1","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-20T09:50:00","4/20/2026","Monday","9:50 PM","Зала2","Cinema City - Mall Of Sofia"
"The Mortuary Assistant: Филмът","2026-04-20T10:00:00","4/20/2026","Monday","10:00 PM","Зала11","Cinema City - Mall Of Sofia"
"Мумията","2026-04-20T10:15:00","4/20/2026","Monday","10:15 PM","Зала3","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-20T11:00:00","4/20/2026","Monday","11:00 AM","Зала3","Cinema City - Paradice Center"
"Ритъмът на джунглата","2026-04-20T11:00:00","4/20/2026","Monday","11:00 AM","Зала10","Cinema City - Paradice Center"
"Брънч за начинаещи","2026-04-20T11:00:00","4/20/2026","Monday","11:00 AM","Зала12","Cinema City - Paradice Center"
"Кърпена глава","2026-04-20T11:15:00","4/20/2026","Monday","11:15 AM","Зала13","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-20T11:20:00","4/20/2026","Monday","11:20 AM","Зала7","Cinema City - Paradice Center"
"Тафити - В сърцето на пустинята","2026-04-20T11:30:00","4/20/2026","Monday","11:30 AM","Зала9","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T12:00:00","4/20/2026","Monday","12:00 PM","Зала8","Cinema City - Paradice Center"
"Зоотрополис 2","2026-04-20T12:10:00","4/20/2026","Monday","12:10 PM","Зала11","Cinema City - Paradice Center"
"Прислужницата","2026-04-20T12:20:00","4/20/2026","Monday","12:20 PM","Зала4","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T12:30:00","4/20/2026","Monday","12:30 PM","Зала6","Cinema City - Paradice Center"
"Балканска сватба","2026-04-20T12:40:00","4/20/2026","Monday","12:40 PM","Зала14","Cinema City - Paradice Center"
"Драмата","2026-04-20T12:40:00","4/20/2026","Monday","12:40 PM","Зала5","Cinema City - Paradice Center"
"Мумията","2026-04-20T01:00:00","4/20/2026","Monday","1:00 PM","Зала10","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T01:10:00","4/20/2026","Monday","1:10 PM","Зала3","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-20T01:20:00","4/20/2026","Monday","1:20 PM","Зала7","Cinema City - Paradice Center"
"Един грам живот","2026-04-20T01:20:00","4/20/2026","Monday","1:20 PM","Зала13","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T01:30:00","4/20/2026","Monday","1:30 PM","Зала9","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-20T01:30:00","4/20/2026","Monday","1:30 PM","Зала1","Cinema City - Paradice Center"
"Мумията","2026-04-20T02:00:00","4/20/2026","Monday","2:00 PM","Зала2","Cinema City - Paradice Center"
"Хопъри","2026-04-20T02:10:00","4/20/2026","Monday","2:10 PM","Зала12","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T02:15:00","4/20/2026","Monday","2:15 PM","Зала8","Cinema City - Paradice Center"
"Почивката 2","2026-04-20T02:30:00","4/20/2026","Monday","2:30 PM","Зала11","Cinema City - Paradice Center"
"Аватар: Огън и пепел","2026-04-20T02:40:00","4/20/2026","Monday","2:40 PM","Зала14","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T02:40:00","4/20/2026","Monday","2:40 PM","Зала6","Cinema City - Paradice Center"
"Драмата","2026-04-20T03:00:00","4/20/2026","Monday","3:00 PM","Зала5","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T03:10:00","4/20/2026","Monday","3:10 PM","Зала4","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-20T03:15:00","4/20/2026","Monday","3:15 PM","Зала7","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T03:20:00","4/20/2026","Monday","3:20 PM","Зала3","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-20T03:30:00","4/20/2026","Monday","3:30 PM","Зала1","Cinema City - Paradice Center"
"Зоотрополис 2","2026-04-20T04:00:00","4/20/2026","Monday","4:00 PM","Зала10","Cinema City - Paradice Center"
"Брулени хълмове","2026-04-20T04:20:00","4/20/2026","Monday","4:20 PM","Зала13","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T04:30:00","4/20/2026","Monday","4:30 PM","Зала8","Cinema City - Paradice Center"
"Хопъри","2026-04-20T04:30:00","4/20/2026","Monday","4:30 PM","Зала12","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T04:40:00","4/20/2026","Monday","4:40 PM","Зала9","Cinema City - Paradice Center"
"Мумията","2026-04-20T04:45:00","4/20/2026","Monday","4:45 PM","Зала2","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T04:50:00","4/20/2026","Monday","4:50 PM","Зала6","Cinema City - Paradice Center"
"Балканска сватба","2026-04-20T05:00:00","4/20/2026","Monday","5:00 PM","Зала11","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-20T05:15:00","4/20/2026","Monday","5:15 PM","Зала7","Cinema City - Paradice Center"
"Драмата","2026-04-20T05:20:00","4/20/2026","Monday","5:20 PM","Зала5","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T05:30:00","4/20/2026","Monday","5:30 PM","Зала3","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-20T05:30:00","4/20/2026","Monday","5:30 PM","Зала1","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T06:20:00","4/20/2026","Monday","6:20 PM","Зала4","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T06:20:00","4/20/2026","Monday","6:20 PM","Зала14","Cinema City - Paradice Center"
"Престъпление 101","2026-04-20T06:30:00","4/20/2026","Monday","6:30 PM","Зала10","Cinema City - Paradice Center"
"Мумията","2026-04-20T06:45:00","4/20/2026","Monday","6:45 PM","Зала8","Cinema City - Paradice Center"
"Убий Бил: Цялата кървава история","2026-04-20T07:00:00","4/20/2026","Monday","7:00 PM","Зала12","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T07:00:00","4/20/2026","Monday","7:00 PM","Зала6","Cinema City - Paradice Center"
"Докато смъртта ни раздели 2","2026-04-20T07:10:00","4/20/2026","Monday","7:10 PM","Зала13","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-20T07:15:00","4/20/2026","Monday","7:15 PM","Зала7","Cinema City - Paradice Center"
"Балканска сватба","2026-04-20T07:20:00","4/20/2026","Monday","7:20 PM","Зала11","Cinema City - Paradice Center"
"Мумията","2026-04-20T07:30:00","4/20/2026","Monday","7:30 PM","Зала2","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T07:40:00","4/20/2026","Monday","7:40 PM","Зала3","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-20T07:40:00","4/20/2026","Monday","7:40 PM","Зала1","Cinema City - Paradice Center"
"Драмата","2026-04-20T07:50:00","4/20/2026","Monday","7:50 PM","Зала5","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T08:00:00","4/20/2026","Monday","8:00 PM","Зала9","Cinema City - Paradice Center"
"Аватар: Огън и пепел","2026-04-20T08:30:00","4/20/2026","Monday","8:30 PM","Зала14","Cinema City - Paradice Center"
"Черно море","2026-04-20T09:10:00","4/20/2026","Monday","9:10 PM","Зала7","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-20T09:10:00","4/20/2026","Monday","9:10 PM","Зала6","Cinema City - Paradice Center"
"Мумията","2026-04-20T09:20:00","4/20/2026","Monday","9:20 PM","Зала8","Cinema City - Paradice Center"
"Брулени хълмове","2026-04-20T09:20:00","4/20/2026","Monday","9:20 PM","Зала10","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","Зала4","Cinema City - Paradice Center"
"Балканска сватба","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","Зала11","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-20T09:40:00","4/20/2026","Monday","9:40 PM","Зала1","Cinema City - Paradice Center"
"Докато смъртта ни раздели 2","2026-04-20T09:45:00","4/20/2026","Monday","9:45 PM","Зала13","Cinema City - Paradice Center"
"The Mortuary Assistant: Филмът","2026-04-20T09:50:00","4/20/2026","Monday","9:50 PM","Зала3","Cinema City - Paradice Center"
"Драмата","2026-04-20T10:10:00","4/20/2026","Monday","10:10 PM","Зала5","Cinema City - Paradice Center"
"Мумията","2026-04-20T10:15:00","4/20/2026","Monday","10:15 PM","Зала2","Cinema City - Paradice Center"
"ЕЛИ И ЧУДОВИЩНИЯТ ОТБОР","2026-04-20T09:45:00","4/20/2026","Monday","9:45 AM","Зала 5","CineGrand - Park Center"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-20T10:00:00","4/20/2026","Monday","10:00 AM","Зала 1","CineGrand - Park Center"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-20T10:30:00","4/20/2026","Monday","10:30 AM","Зала 6","CineGrand - Park Center"
"ХОПЪРИ","2026-04-20T10:40:00","4/20/2026","Monday","10:40 AM","Зала 4","CineGrand - Park Center"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ 3D","2026-04-20T11:30:00","4/20/2026","Monday","11:30 AM","Зала 2","CineGrand - Park Center"
"СЕРВАНТЕС ПРЕДИ „ДОН КИХОТ“","2026-04-20T01:30:00","4/20/2026","Monday","1:30 PM","Зала 6","CineGrand - Park Center"
"ДРАМАТА","2026-04-20T04:00:00","4/20/2026","Monday","4:00 PM","Зала 2","CineGrand - Park Center"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-20T04:15:00","4/20/2026","Monday","4:15 PM","Зала 1","CineGrand - Park Center"
"МУМИЯТА","2026-04-20T04:45:00","4/20/2026","Monday","4:45 PM","Зала 4","CineGrand - Park Center"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-20T07:15:00","4/20/2026","Monday","7:15 PM","Зала 5","CineGrand - Park Center"
"БАЛКАНСКА СВАТБА","2026-04-20T08:35:00","4/20/2026","Monday","8:35 PM","Зала 6","CineGrand - Park Center"
"ЕЛИ И ЧУДОВИЩНИЯТ ОТБОР","2026-04-20T09:30:00","4/20/2026","Monday","9:30 AM","TSAR Зала 5","CineGrand - Sofia Ring Mall"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-20T10:00:00","4/20/2026","Monday","10:00 AM","TSAR Зала 6","CineGrand - Sofia Ring Mall"
"КЪРПЕНА ГЛАВА","2026-04-20T10:00:00","4/20/2026","Monday","10:00 AM","Зала 9","CineGrand - Sofia Ring Mall"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ 3D","2026-04-20T10:00:00","4/20/2026","Monday","10:00 AM","Зала 8","CineGrand - Sofia Ring Mall"
"ТАФИТИ: В СЪРЦЕТО НА ПУСТИНЯТА","2026-04-20T10:30:00","4/20/2026","Monday","10:30 AM","Зала 1","CineGrand - Sofia Ring Mall"
"ДРАМАТА","2026-04-20T10:50:00","4/20/2026","Monday","10:50 AM","Зала 4","CineGrand - Sofia Ring Mall"
"ХОПЪРИ 3D","2026-04-20T11:20:00","4/20/2026","Monday","11:20 AM","Зала 3","CineGrand - Sofia Ring Mall"
"ПРОЕКТЪТ „АВЕ МАРИЯ“","2026-04-20T11:45:00","4/20/2026","Monday","11:45 AM","TSAR Зала 5","CineGrand - Sofia Ring Mall"
"МУМИЯТА","2026-04-20T02:15:00","4/20/2026","Monday","2:15 PM","Зала 10","CineGrand - Sofia Ring Mall"
"БАЛКАНСКА СВАТБА","2026-04-20T02:20:00","4/20/2026","Monday","2:20 PM","Зала 9","CineGrand - Sofia Ring Mall"
"УБИЙ БИЛ: ЦЯЛАТА КЪРВАВА ИСТОРИЯ","2026-04-20T02:20:00","4/20/2026","Monday","2:20 PM","TSAR Зала 6","CineGrand - Sofia Ring Mall"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-20T02:30:00","4/20/2026","Monday","2:30 PM","Зала 1","CineGrand - Sofia Ring Mall"
"ДОКАТО СМЪРТТА НИ РАЗДЕЛИ 2","2026-04-20T07:00:00","4/20/2026","Monday","7:00 PM","Зала 3","CineGrand - Sofia Ring Mall"
"БРУЛЕНИ ХЪЛМОВЕ","2026-04-20T09:15:00","4/20/2026","Monday","9:15 PM","Зала 8","CineGrand - Sofia Ring Mall"
"THE MORTUARY ASSISTANT: ФИЛМЪТ","2026-04-20T09:40:00","4/20/2026","Monday","9:40 PM","Зала 7","CineGrand - Sofia Ring Mall"
"БЕЗЛИКИТЕ: ГЛАВА ТРЕТА","2026-04-20T10:30:00","4/20/2026","Monday","10:30 PM","Зала 2","CineGrand - Sofia Ring Mall"
"Зоотрополис 2","2026-04-20T01:50:00","4/20/2026","Monday","1:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Почивката 2","2026-04-20T01:10:00","4/20/2026","Monday","1:10 PM","Digital; LUXE","Kino Arena - The Mall"
"Охранителят","2026-04-20T08:20:00","4/20/2026","Monday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Брулени хълмове","2026-04-20T08:40:00","4/20/2026","Monday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Писък 7","2026-04-20T09:50:00","4/20/2026","Monday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Хопъри","2026-04-20T02:10:00","4/20/2026","Monday","2:10 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"The Mortuary Assistant: Филмът","2026-04-20T10:30:00","4/20/2026","Monday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-20T03:30:00","4/20/2026","Monday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-20T06:30:00","4/20/2026","Monday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Пакет вечност","2026-04-20T04:15:00","4/20/2026","Monday","4:15 PM","Digital; LUXE","Kino Arena - The Mall"
"Те ще те убият","2026-04-20T10:00:00","4/20/2026","Monday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-20T01:40:00","4/20/2026","Monday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-20T03:50:00","4/20/2026","Monday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-20T05:50:00","4/20/2026","Monday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-20T02:40:00","4/20/2026","Monday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-20T04:50:00","4/20/2026","Monday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-20T04:30:00","4/20/2026","Monday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-20T06:50:00","4/20/2026","Monday","6:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-20T09:10:00","4/20/2026","Monday","9:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-20T03:20:00","4/20/2026","Monday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-20T06:10:00","4/20/2026","Monday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-20T08:10:00","4/20/2026","Monday","8:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-20T10:10:00","4/20/2026","Monday","10:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-20T02:00:00","4/20/2026","Monday","2:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-20T04:00:00","4/20/2026","Monday","4:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-20T06:00:00","4/20/2026","Monday","6:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-20T08:00:00","4/20/2026","Monday","8:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-20T12:50:00","4/20/2026","Monday","12:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-20T02:50:00","4/20/2026","Monday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-20T04:40:00","4/20/2026","Monday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-20T06:40:00","4/20/2026","Monday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T01:00:00","4/20/2026","Monday","1:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T02:20:00","4/20/2026","Monday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T03:40:00","4/20/2026","Monday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T05:00:00","4/20/2026","Monday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T06:20:00","4/20/2026","Monday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T07:40:00","4/20/2026","Monday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T09:00:00","4/20/2026","Monday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-20T10:20:00","4/20/2026","Monday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-20T01:20:00","4/20/2026","Monday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-20T05:30:00","4/20/2026","Monday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-20T07:30:00","4/20/2026","Monday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-20T09:40:00","4/20/2026","Monday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Зоотрополис 2","2026-04-20T04:00:00","4/20/2026","Monday","4:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Почивката 2","2026-04-20T01:15:00","4/20/2026","Monday","1:15 PM","Digital; LUXE","Kino Arena - West Mall"
"Охранителят","2026-04-20T08:20:00","4/20/2026","Monday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Брулени хълмове","2026-04-20T08:40:00","4/20/2026","Monday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Брънч за начинаещи","2026-04-20T06:50:00","4/20/2026","Monday","6:50 PM","Digital; LUXE","Kino Arena - West Mall"
"Писък 7","2026-04-20T10:00:00","4/20/2026","Monday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Хопъри","2026-04-20T01:50:00","4/20/2026","Monday","1:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"The Mortuary Assistant: Филмът","2026-04-20T10:30:00","4/20/2026","Monday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-20T03:30:00","4/20/2026","Monday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-20T06:30:00","4/20/2026","Monday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-20T09:30:00","4/20/2026","Monday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Докато смъртта ни раздели 2","2026-04-20T09:50:00","4/20/2026","Monday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-20T01:40:00","4/20/2026","Monday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-20T03:50:00","4/20/2026","Monday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-20T05:50:00","4/20/2026","Monday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-20T02:40:00","4/20/2026","Monday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-20T04:50:00","4/20/2026","Monday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-20T04:30:00","4/20/2026","Monday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-20T08:50:00","4/20/2026","Monday","8:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-20T03:20:00","4/20/2026","Monday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-20T06:10:00","4/20/2026","Monday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-20T08:10:00","4/20/2026","Monday","8:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-20T10:10:00","4/20/2026","Monday","10:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-20T02:10:00","4/20/2026","Monday","2:10 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-20T04:10:00","4/20/2026","Monday","4:10 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-20T06:00:00","4/20/2026","Monday","6:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-20T08:00:00","4/20/2026","Monday","8:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-20T01:00:00","4/20/2026","Monday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-20T02:50:00","4/20/2026","Monday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-20T04:40:00","4/20/2026","Monday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-20T06:40:00","4/20/2026","Monday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T01:10:00","4/20/2026","Monday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T02:20:00","4/20/2026","Monday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T03:40:00","4/20/2026","Monday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T05:00:00","4/20/2026","Monday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T06:20:00","4/20/2026","Monday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T07:40:00","4/20/2026","Monday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-20T09:00:00","4/20/2026","Monday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
