"Movie Name","DateTime","Date","Day","Time","Screen","Cinema Name"
"Драмата","2026-04-16T10:20:00","4/16/2026","Thursday","10:20 PM","Зала5","Cinema City - Paradice Center"
"Те ще те убият","2026-04-16T10:30:00","4/16/2026","Thursday","10:30 PM","Зала7","Cinema City - Paradice Center"
"ДРАМАТА","2026-04-16T10:40:00","4/16/2026","Thursday","10:40 PM","Зала 2","CineGrand - Park Center"
"БАЛКАНСКА СВАТБА","2026-04-16T10:40:00","4/16/2026","Thursday","10:40 PM","Зала 1","CineGrand - Sofia Ring Mall"
"Почивката 2","2026-04-16T01:15:00","4/16/2026","Thursday","1:15 PM","Digital; LUXE","Kino Arena - The Mall"
"Охранителят","2026-04-16T08:20:00","4/16/2026","Thursday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Хопъри","2026-04-16T02:10:00","4/16/2026","Thursday","2:10 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"The Mortuary Assistant: Филмът","2026-04-16T10:30:00","4/16/2026","Thursday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Споменът за него","2026-04-16T08:40:00","4/16/2026","Thursday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-16T03:30:00","4/16/2026","Thursday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-16T06:30:00","4/16/2026","Thursday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Проектът „Аве Мария“","2026-04-16T09:30:00","4/16/2026","Thursday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Докато смъртта ни раздели 2","2026-04-16T10:00:00","4/16/2026","Thursday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Пакет вечност","2026-04-16T03:00:00","4/16/2026","Thursday","3:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-16T01:40:00","4/16/2026","Thursday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-16T03:50:00","4/16/2026","Thursday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-16T05:50:00","4/16/2026","Thursday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-16T02:40:00","4/16/2026","Thursday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Супер Марио Галактика: Филмът","2026-04-16T04:50:00","4/16/2026","Thursday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-16T04:30:00","4/16/2026","Thursday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-16T06:50:00","4/16/2026","Thursday","6:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Драмата","2026-04-16T09:10:00","4/16/2026","Thursday","9:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-16T03:20:00","4/16/2026","Thursday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-16T06:10:00","4/16/2026","Thursday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-16T07:50:00","4/16/2026","Thursday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Балканска сватба","2026-04-16T09:50:00","4/16/2026","Thursday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-16T02:00:00","4/16/2026","Thursday","2:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-16T04:00:00","4/16/2026","Thursday","4:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-16T06:00:00","4/16/2026","Thursday","6:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Вампирите от Норич","2026-04-16T08:00:00","4/16/2026","Thursday","8:00 PM","Digital; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-16T01:00:00","4/16/2026","Thursday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-16T02:50:00","4/16/2026","Thursday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-16T04:40:00","4/16/2026","Thursday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Кокозайо и тайната на мармота","2026-04-16T06:40:00","4/16/2026","Thursday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T01:10:00","4/16/2026","Thursday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T02:20:00","4/16/2026","Thursday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T03:40:00","4/16/2026","Thursday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T05:00:00","4/16/2026","Thursday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T06:20:00","4/16/2026","Thursday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T07:40:00","4/16/2026","Thursday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T09:00:00","4/16/2026","Thursday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Мумията","2026-04-16T10:20:00","4/16/2026","Thursday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Убий бил: Цялата кървава история","2026-04-16T07:00:00","4/16/2026","Thursday","7:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-16T01:20:00","4/16/2026","Thursday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-16T05:30:00","4/16/2026","Thursday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-16T07:30:00","4/16/2026","Thursday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Черно море","2026-04-16T09:40:00","4/16/2026","Thursday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - The Mall"
"Зоотрополис 2","2026-04-16T01:50:00","4/16/2026","Thursday","1:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Зоотрополис 2","2026-04-16T04:00:00","4/16/2026","Thursday","4:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Почивката 2","2026-04-16T01:15:00","4/16/2026","Thursday","1:15 PM","Digital; LUXE","Kino Arena - West Mall"
"Охранителят","2026-04-16T08:20:00","4/16/2026","Thursday","8:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Брънч за начинаещи","2026-04-16T06:50:00","4/16/2026","Thursday","6:50 PM","Digital; LUXE","Kino Arena - West Mall"
"Хопъри","2026-04-16T02:10:00","4/16/2026","Thursday","2:10 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"The Mortuary Assistant: Филмът","2026-04-16T10:30:00","4/16/2026","Thursday","10:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Споменът за него","2026-04-16T08:40:00","4/16/2026","Thursday","8:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-16T03:30:00","4/16/2026","Thursday","3:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-16T06:30:00","4/16/2026","Thursday","6:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Проектът „Аве Мария“","2026-04-16T09:30:00","4/16/2026","Thursday","9:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Докато смъртта ни раздели 2","2026-04-16T10:00:00","4/16/2026","Thursday","10:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-16T01:40:00","4/16/2026","Thursday","1:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-16T03:50:00","4/16/2026","Thursday","3:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-16T05:50:00","4/16/2026","Thursday","5:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-16T02:40:00","4/16/2026","Thursday","2:40 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Супер Марио Галактика: Филмът","2026-04-16T04:50:00","4/16/2026","Thursday","4:50 PM","3D Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-16T04:30:00","4/16/2026","Thursday","4:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Драмата","2026-04-16T08:50:00","4/16/2026","Thursday","8:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-16T03:20:00","4/16/2026","Thursday","3:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-16T06:10:00","4/16/2026","Thursday","6:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-16T07:50:00","4/16/2026","Thursday","7:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Балканска сватба","2026-04-16T09:50:00","4/16/2026","Thursday","9:50 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-16T02:00:00","4/16/2026","Thursday","2:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-16T04:10:00","4/16/2026","Thursday","4:10 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-16T06:00:00","4/16/2026","Thursday","6:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Вампирите от Норич","2026-04-16T08:00:00","4/16/2026","Thursday","8:00 PM","Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-16T01:00:00","4/16/2026","Thursday","1:00 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-16T02:50:00","4/16/2026","Thursday","2:50 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-16T04:40:00","4/16/2026","Thursday","4:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-16T06:40:00","4/16/2026","Thursday","6:40 PM","Digital; Dubbed; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T01:10:00","4/16/2026","Thursday","1:10 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T02:20:00","4/16/2026","Thursday","2:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T03:40:00","4/16/2026","Thursday","3:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T05:00:00","4/16/2026","Thursday","5:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T06:20:00","4/16/2026","Thursday","6:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T07:40:00","4/16/2026","Thursday","7:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T09:00:00","4/16/2026","Thursday","9:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Мумията","2026-04-16T10:20:00","4/16/2026","Thursday","10:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Убий бил: Цялата кървава история","2026-04-16T07:00:00","4/16/2026","Thursday","7:00 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-16T01:20:00","4/16/2026","Thursday","1:20 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-16T05:30:00","4/16/2026","Thursday","5:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-16T07:30:00","4/16/2026","Thursday","7:30 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Черно море","2026-04-16T09:40:00","4/16/2026","Thursday","9:40 PM","BG Subtitles; Digital; LUXE","Kino Arena - West Mall"
"Кокозайо и тайната на мармота","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Зала4","Cinema City - Mall Of Sofia"
"Черно море","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Зала1","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-17T01:10:00","4/17/2026","Friday","1:10 PM","Зала6","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","IMAX","Cinema City - Mall Of Sofia"
"Ритъмът на джунглата","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","Зала12","Cinema City - Mall Of Sofia"
"Тафити - В сърцето на пустинята","2026-04-17T01:30:00","4/17/2026","Friday","1:30 PM","Зала2","Cinema City - Mall Of Sofia"
"Почивката 2","2026-04-17T01:40:00","4/17/2026","Friday","1:40 PM","Зала9","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T01:50:00","4/17/2026","Friday","1:50 PM","Зала10","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T02:00:00","4/17/2026","Friday","2:00 PM","Зала3","Cinema City - Mall Of Sofia"
"Хопъри","2026-04-17T02:15:00","4/17/2026","Friday","2:15 PM","Зала5","Cinema City - Mall Of Sofia"
"Докато смъртта ни раздели 2","2026-04-17T02:40:00","4/17/2026","Friday","2:40 PM","Зала11","Cinema City - Mall Of Sofia"
"Брънч за начинаещи","2026-04-17T02:50:00","4/17/2026","Friday","2:50 PM","Зала8","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T03:00:00","4/17/2026","Friday","3:00 PM","Зала1","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-17T03:00:00","4/17/2026","Friday","3:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-17T03:10:00","4/17/2026","Friday","3:10 PM","Зала6","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-17T03:20:00","4/17/2026","Friday","3:20 PM","Зала12","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-17T03:30:00","4/17/2026","Friday","3:30 PM","Зала2","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T03:45:00","4/17/2026","Friday","3:45 PM","Зала4","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Зала10","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Зала9","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","IMAX","Cinema City - Mall Of Sofia"
"Хопъри","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","Зала5","Cinema City - Mall Of Sofia"
"Брулени хълмове","2026-04-17T04:40:00","4/17/2026","Friday","4:40 PM","Зала3","Cinema City - Mall Of Sofia"
"Драмата","2026-04-17T04:50:00","4/17/2026","Friday","4:50 PM","Зала8","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-17T05:00:00","4/17/2026","Friday","5:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Зоотрополис 2","2026-04-17T05:10:00","4/17/2026","Friday","5:10 PM","Зала11","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T05:10:00","4/17/2026","Friday","5:10 PM","Зала1","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-17T05:20:00","4/17/2026","Friday","5:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T05:40:00","4/17/2026","Friday","5:40 PM","Зала2","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T06:15:00","4/17/2026","Friday","6:15 PM","Зала10","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-17T06:30:00","4/17/2026","Friday","6:30 PM","Зала12","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T06:30:00","4/17/2026","Friday","6:30 PM","Зала4","Cinema City - Mall Of Sofia"
"Кокозайо и тайната на мармота","2026-04-17T06:45:00","4/17/2026","Friday","6:45 PM","Зала5","Cinema City - Mall Of Sofia"
"Убий Бил: Цялата кървава история","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","Зала7","Cinema City - Mall Of Sofia"
"Драмата","2026-04-17T07:10:00","4/17/2026","Friday","7:10 PM","Зала8","Cinema City - Mall Of Sofia"
"Доставките на Кики IMAX","2026-04-17T07:15:00","4/17/2026","Friday","7:15 PM","IMAX","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-17T07:20:00","4/17/2026","Friday","7:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Супер Марио Галактика: Филмът","2026-04-17T07:20:00","4/17/2026","Friday","7:20 PM","Зала1","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T07:30:00","4/17/2026","Friday","7:30 PM","Зала3","Cinema City - Mall Of Sofia"
"Аватар: Огън и пепел","2026-04-17T07:45:00","4/17/2026","Friday","7:45 PM","Зала9","Cinema City - Mall Of Sofia"
"Докато смъртта ни раздели 2","2026-04-17T07:45:00","4/17/2026","Friday","7:45 PM","Зала11","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-17T07:50:00","4/17/2026","Friday","7:50 PM","Зала2","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-17T08:30:00","4/17/2026","Friday","8:30 PM","Зала10","Cinema City - Mall Of Sofia"
"Черно море","2026-04-17T08:45:00","4/17/2026","Friday","8:45 PM","Зала5","Cinema City - Mall Of Sofia"
"Прислужницата","2026-04-17T09:15:00","4/17/2026","Friday","9:15 PM","Зала4","Cinema City - Mall Of Sofia"
"Вампирите от Норич","2026-04-17T09:20:00","4/17/2026","Friday","9:20 PM","Зала6","Cinema City - Mall Of Sofia"
"Драмата","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","Зала8","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","IMAX","Cinema City - Mall Of Sofia"
"Проектът „Аве Мария“","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","Зала12","Cinema City - Mall Of Sofia"
"Престъпление 101","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","Зала1","Cinema City - Mall Of Sofia"
"Балканска сватба","2026-04-17T09:50:00","4/17/2026","Friday","9:50 PM","Зала2","Cinema City - Mall Of Sofia"
"The Mortuary Assistant: Филмът","2026-04-17T10:00:00","4/17/2026","Friday","10:00 PM","Зала11","Cinema City - Mall Of Sofia"
"Мумията","2026-04-17T10:15:00","4/17/2026","Friday","10:15 PM","Зала3","Cinema City - Mall Of Sofia"
"Черно море","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Зала4","Cinema City - Paradice Center"
"Мумията","2026-04-17T01:00:00","4/17/2026","Friday","1:00 PM","Зала10","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T01:10:00","4/17/2026","Friday","1:10 PM","Зала3","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","Зала7","Cinema City - Paradice Center"
"Един грам живот","2026-04-17T01:20:00","4/17/2026","Friday","1:20 PM","Зала13","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-17T01:30:00","4/17/2026","Friday","1:30 PM","Зала1","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T01:30:00","4/17/2026","Friday","1:30 PM","Зала9","Cinema City - Paradice Center"
"Мумията","2026-04-17T02:00:00","4/17/2026","Friday","2:00 PM","Зала2","Cinema City - Paradice Center"
"Хопъри","2026-04-17T02:10:00","4/17/2026","Friday","2:10 PM","Зала12","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T02:15:00","4/17/2026","Friday","2:15 PM","Зала8","Cinema City - Paradice Center"
"Почивката 2","2026-04-17T02:30:00","4/17/2026","Friday","2:30 PM","Зала11","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T02:40:00","4/17/2026","Friday","2:40 PM","Зала6","Cinema City - Paradice Center"
"Аватар: Огън и пепел","2026-04-17T02:40:00","4/17/2026","Friday","2:40 PM","Зала14","Cinema City - Paradice Center"
"Драмата","2026-04-17T03:00:00","4/17/2026","Friday","3:00 PM","Зала5","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T03:10:00","4/17/2026","Friday","3:10 PM","Зала4","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-17T03:15:00","4/17/2026","Friday","3:15 PM","Зала7","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T03:20:00","4/17/2026","Friday","3:20 PM","Зала3","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-17T03:30:00","4/17/2026","Friday","3:30 PM","Зала1","Cinema City - Paradice Center"
"Зоотрополис 2","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Зала10","Cinema City - Paradice Center"
"Брулени хълмове","2026-04-17T04:20:00","4/17/2026","Friday","4:20 PM","Зала13","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","Зала8","Cinema City - Paradice Center"
"Хопъри","2026-04-17T04:30:00","4/17/2026","Friday","4:30 PM","Зала12","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T04:40:00","4/17/2026","Friday","4:40 PM","Зала9","Cinema City - Paradice Center"
"Мумията","2026-04-17T04:45:00","4/17/2026","Friday","4:45 PM","Зала2","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T04:50:00","4/17/2026","Friday","4:50 PM","Зала6","Cinema City - Paradice Center"
"Балканска сватба","2026-04-17T05:00:00","4/17/2026","Friday","5:00 PM","Зала11","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-17T05:15:00","4/17/2026","Friday","5:15 PM","Зала7","Cinema City - Paradice Center"
"Драмата","2026-04-17T05:20:00","4/17/2026","Friday","5:20 PM","Зала5","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-17T05:30:00","4/17/2026","Friday","5:30 PM","Зала1","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T05:30:00","4/17/2026","Friday","5:30 PM","Зала3","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T06:20:00","4/17/2026","Friday","6:20 PM","Зала4","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T06:20:00","4/17/2026","Friday","6:20 PM","Зала14","Cinema City - Paradice Center"
"Престъпление 101","2026-04-17T06:30:00","4/17/2026","Friday","6:30 PM","Зала10","Cinema City - Paradice Center"
"Мумията","2026-04-17T06:45:00","4/17/2026","Friday","6:45 PM","Зала8","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","Зала6","Cinema City - Paradice Center"
"Убий Бил: Цялата кървава история","2026-04-17T07:00:00","4/17/2026","Friday","7:00 PM","Зала12","Cinema City - Paradice Center"
"Докато смъртта ни раздели 2","2026-04-17T07:10:00","4/17/2026","Friday","7:10 PM","Зала13","Cinema City - Paradice Center"
"Кокозайо и тайната на мармота","2026-04-17T07:15:00","4/17/2026","Friday","7:15 PM","Зала7","Cinema City - Paradice Center"
"Балканска сватба","2026-04-17T07:20:00","4/17/2026","Friday","7:20 PM","Зала11","Cinema City - Paradice Center"
"Мумията","2026-04-17T07:30:00","4/17/2026","Friday","7:30 PM","Зала2","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-17T07:40:00","4/17/2026","Friday","7:40 PM","Зала1","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T07:40:00","4/17/2026","Friday","7:40 PM","Зала3","Cinema City - Paradice Center"
"Драмата","2026-04-17T07:50:00","4/17/2026","Friday","7:50 PM","Зала5","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T08:00:00","4/17/2026","Friday","8:00 PM","Зала9","Cinema City - Paradice Center"
"Аватар: Огън и пепел","2026-04-17T08:30:00","4/17/2026","Friday","8:30 PM","Зала14","Cinema City - Paradice Center"
"Супер Марио Галактика: Филмът","2026-04-17T09:10:00","4/17/2026","Friday","9:10 PM","Зала6","Cinema City - Paradice Center"
"Черно море","2026-04-17T09:10:00","4/17/2026","Friday","9:10 PM","Зала7","Cinema City - Paradice Center"
"Мумията","2026-04-17T09:20:00","4/17/2026","Friday","9:20 PM","Зала8","Cinema City - Paradice Center"
"Брулени хълмове","2026-04-17T09:20:00","4/17/2026","Friday","9:20 PM","Зала10","Cinema City - Paradice Center"
"Проектът „Аве Мария“","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","Зала4","Cinema City - Paradice Center"
"Балканска сватба","2026-04-17T09:30:00","4/17/2026","Friday","9:30 PM","Зала11","Cinema City - Paradice Center"
"Вампирите от Норич","2026-04-17T09:40:00","4/17/2026","Friday","9:40 PM","Зала1","Cinema City - Paradice Center"
"Докато смъртта ни раздели 2","2026-04-17T09:45:00","4/17/2026","Friday","9:45 PM","Зала13","Cinema City - Paradice Center"
"The Mortuary Assistant: Филмът","2026-04-17T09:50:00","4/17/2026","Friday","9:50 PM","Зала3","Cinema City - Paradice Center"
"Драмата","2026-04-17T10:10:00","4/17/2026","Friday","10:10 PM","Зала5","Cinema City - Paradice Center"
"Мумията","2026-04-17T10:15:00","4/17/2026","Friday","10:15 PM","Зала2","Cinema City - Paradice Center"
"ЕЛИ И ЧУДОВИЩНИЯТ ОТБОР","2026-04-17T09:45:00","4/17/2026","Friday","9:45 AM","Зала 5","CineGrand - Park Center"
"КОКОЗАЙО И ТАЙНАТА НА МАРМОТА","2026-04-17T10:00:00","4/17/2026","Friday","10:00 AM","Зала 1","CineGrand - Park Center"
"ВАМПИРИТЕ ОТ НОРИЧ","2026-04-17T10:30:00","4/17/2026","Friday","10:30 AM","Зала 6","CineGrand - Park Center"
"ХОПЪРИ","2026-04-17T11:15:00","4/17/2026","Friday","11:15 AM","Зала 4","CineGrand - Park Center"
"СУПЕР МАРИО ГАЛАКТИКА: ФИЛМЪТ 3D","2026-04-17T11:30:00","4/17/2026","Friday","11:30 AM","Зала 2","CineGrand - Park Center"
"МУМИЯТА","2026-04-17T02:00:00","4/17/2026","Friday","2:00 PM","Зала 4","CineGrand - Park Center"
"БАЛКАНСКА СВАТБА","2026-04-17T02:30:00","4/17/2026","Friday","2:30 PM","Зала 6","CineGrand - Park Center"
"ДРАМАТА","2026-04-17T04:00:00","4/17/2026","Friday","4:00 PM","Зала 2","CineGrand - Park Center"
